Wolof,ajami
loxo te tàbbi ci dund gu wóor,لوخو تە تاببي چي دوند گو وۆور
"gi, moo gën ci yaw, nga am","گي, موو گێن چي ياو, ڠا ام"
ñaari loxo te tàbbi ci safara su dul fey mukk.,ڽااري لوخو تە تاببي چي سافارا سو دول فەي موكك.
Te bu la sa tànk di yóbbe,تە بو لا سا تانك دي يۆببە
"bàkkaar, dagg ko. Nga lafañ te tàbbi","باككاار, داگگ كو. ڠا لافاڽ تە تاببي"
"ci dund gu wóor gi moo gën,","چي دوند گو وۆور گي موو گێن,"
"nga am ñaari tànk, ñu sànni la ci safara.","ڠا ام ڽااري تانك, ڽو سانني لا چي سافارا."
Te bu la sa bët di yóbbe,تە بو لا سا بێت دي يۆببە
"bàkkaar, luqi ko. Nga patt te dugg","باككاار, لوقي كو. ڠا پاتت تە دوگگ"
"ci nguuru Yàlla, moo gën ci yaw,","چي ڠوورو ياللا, موو گێن چي ياو,"
"nga am ñaari bët, ñu sànni la ci safara.","ڠا ام ڽااري بێت, ڽو سانني لا چي سافارا."
"Foofa:“Sax ya duñu dee mukk,te safara sa du fey.”","فووفا:“ساخ يا دوڽو دەە موكك,تە سافارا سا دو فەي.”"
Ñépp safara lañu leen di xorome.,ڽێپپ سافارا لاڽو لەەن دي خورومە.
"Xorom lu baax la, waaye bu sàppee,","خوروم لو بااخ لا, واايە بو ساپپەە,"
nan lañu koy delloo cafkaam? Amleen xorom te ngeen jàmmoo.»,نان لاڽو كوي دەللوو چافكاام? املەەن خوروم تە ڠەەن جامموو.»
"Gannaaw loolu Yeesu jóge fa, dem ca","گاننااو لوولو يەەسو جۆگە فا, دەم چا"
"wàlli réewu Yawut yi, ya ca gannaaw","واللي رێەوو ياووت يي, يا چا گاننااو"
"dexu Yurdan. Bi mu fa demee, mbooloo","دەخو يوردان. بي مو فا دەمەە, مبوولوو"
mu bare ñëw fi moom. Yeesu daldi,مو بارە ڽێو في مووم. يەەسو دالدي
"leen jàngal, ni mu ko daan defe.","لەەن جاڠال, ني مو كو داان دەفە."
"Noonu ay Farisen ñëw ci moom, lalal","نوونو اي فاريسەن ڽێو چي مووم, لالال"
"ko fiir, ñu laaj ko: «Ndax jaadu na, nit fase jabaram?»","كو فيير, ڽو لااج كو: «نداخ جاادو نا, نيت فاسە جابارام?»"
Yeesu tontu leen ne: «Lu leen yoonu Musaa sant?»,يەەسو تونتو لەەن نە: «لو لەەن يوونو موساا سانت?»
"Ñu ne ko: «Musaa maye na, nit","ڽو نە كو: «موساا مايە نا, نيت"
"bind kayitu pase, tàggook jabaram.»","بيند كاييتو پاسە, تاگگووك جابارام.»"
Waaye Yeesu ne leen: «Dénkaane boobu mu,واايە يەەسو نە لەەن: «دێنكاانە بووبو مو
"leen bindal, bind na ko ndax seen xol dafa fatt.","لەەن بيندال, بيند نا كو نداخ سەەن خول دافا فاتت."
Waaye ca njàlbéen ga “Yàlla sàkk na,واايە چا نجالبێەن گا “ياللا ساكك نا
"leen, kii góor, kii jigéen.","لەەن, كيي گۆور, كيي جيگێەن."
Moo tax góor dina beru ndeyam ak,موو تاخ گۆور دينا بەرو ندەيام اك
"baayam, di taq ci jabaram,","باايام, دي تاق چي جابارام,"
ñoom ñaar doon benn.” Kon nekkatuñu ñaar waaye benn.,ڽووم ڽاار دوون بەنن.” كون نەككاتوڽو ڽاار واايە بەنن.
"Lu Yàlla takk nag, bu ko nit tas.»","لو ياللا تاكك ناگ, بو كو نيت تاس.»"
"Bi ñu delloo ca kër ga nag,","بي ڽو دەللوو چا كێر گا ناگ,"
taalibe ya laaj ko ci mbirum loolu.,تااليبە يا لااج كو چي مبيروم لوولو.
Noonu Yeesu ne leen: «Ku fase sa,نوونو يەەسو نە لەەن: «كو فاسە سا
"jabar, takk jeneen, njaaloo nga, di tooñ ku jëkk ka.","جابار, تاكك جەنەەن, نجاالوو ڠا, دي تووڽ كو جێكك كا."
"Te jigéen ji tas, séyaat ak keneen, njaaloo nga.»","تە جيگێەن جي تاس, سێياات اك كەنەەن, نجاالوو ڠا.»"
Bi loolu wéyee ñu indil Yeesu ay,بي لوولو وێيەە ڽو ينديل يەەسو اي
"xale, ngir mu teg leen ay loxoom.","خالە, ڠير مو تەگ لەەن اي لوخووم."
Waaye taalibe ya gëdd nit ñi.,واايە تااليبە يا گێدد نيت ڽي.
"Bi ko Yeesu gisee nag, mu metti","بي كو يەەسو گيسەە ناگ, مو مەتتي"
"ko lool, mu ne leen: «Bàyyileen xale","كو لوول, مو نە لەەن: «بايييلەەن خالە"
"yi, ñu ñëw fi man! Buleen leen","يي, ڽو ڽێو في مان! بولەەن لەەن"
"tere, ndaxte ñu mel ni ñoom ñoo yelloo nguuru Yàlla.","تەرە, نداختە ڽو مەل ني ڽووم ڽوو يەللوو ڠوورو ياللا."
"ku woyoful ni xale, nangu nguuru Yàlla,","كو وويوفول ني خالە, ناڠو ڠوورو ياللا,"
doo ci man a dugg.»,دوو چي مان ا دوگگ.»
"Noonu Yeesu leewu leen, teg leen ay loxoom, barkeel leen.","نوونو يەەسو لەەوو لەەن, تەگ لەەن اي لوخووم, باركەەل لەەن."
Gannaaw loolu bi Yeesu nekkee ci kaw,گاننااو لوولو بي يەەسو نەككەە چي كاو
"yoon wi di dem, am ku daw,","يوون وي دي دەم, ام كو داو,"
sukk ci kanamam ne ko: «Kilifa gu,سوكك چي كانامام نە كو: «كيليفا گو
"baax gi, lu ma war a def,","بااخ گي, لو ما وار ا دەف,"
ngir am wàll ci dund gu dul jeex gi?»,ڠير ام والل چي دوند گو دول جەەخ گي?»
Yeesu tontu ko: «Lu tax nga wooye,يەەسو تونتو كو: «لو تاخ ڠا ووويە
ma ku baax ki? Yàlla rekk a baax.,ما كو بااخ كي? ياللا رەكك ا بااخ.
"Xam nga ndigal yi: “Bul bóom, bul","خام ڠا نديگال يي: “بول بۆوم, بول"
"njaaloo, bul sàcc, bul seede lu dul","نجاالوو, بول ساچچ, بول سەەدە لو دول"
"dëgg, bul nangu alalu jaambur, teralal sa ndey ak sa baay.”»","دێگگ, بول ناڠو الالو جاامبور, تەرالال سا ندەي اك سا بااي.”»"
"Waa ji ne ko: «Kilifa gi, loolu","واا جي نە كو: «كيليفا گي, لوولو"
lépp sàmm naa ko li dale ci samag ndaw ba tey.»,لێپپ سامم ناا كو لي دالە چي ساماگ نداو با تەي.»
"Noonu Yeesu xool ko, am cofeel ci","نوونو يەەسو خوول كو, ام چوفەەل چي"
"moom, mu ne ko: «Lenn rekk moo","مووم, مو نە كو: «لەنن رەكك موو"
"la dese. Demal jaay li nga am,","لا دەسە. دەمال جااي لي ڠا ام,"
"may ko miskin yi, te dinga woomle","ماي كو ميسكين يي, تە ديڠا وووملە"
"ci asamaan; boo noppee, nga ñëw topp ci man.»","چي اساماان; بوو نوپپەە, ڠا ڽێو توپپ چي مان.»"
"Waaye ci wax jooju xar-kanamam lëndëm, mu","واايە چي واخ جووجو خار-كانامام لێندێم, مو"
Noonu Yeesu xool taalibe yi ko wër,نوونو يەەسو خوول تااليبە يي كو وێر
"ne leen: «Boroom alal dugg ci nguuru Yàlla, lu jafee ngoogu!»","نە لەەن: «بورووم الال دوگگ چي ڠوورو ياللا, لو جافەە ڠووگو!»"
Wax jooju nag daldi jaaxal taalibe yi,واخ جووجو ناگ دالدي جااخال تااليبە يي
"lool. Waaye Yeesu neeti leen: «Samay xarit,","لوول. واايە يەەسو نەەتي لەەن: «ساماي خاريت,"
"dugg ci nguuru Yàlla, lu jafee ngoogu!","دوگگ چي ڠوورو ياللا, لو جافەە ڠووگو!"
"Giléem jaar ci bën-bënu pusa, moo gën","گيلێەم جاار چي بێن-بێنو پوسا, موو گێن"
a yomb boroom alal dugg ci nguuru Yàlla.»,ا يومب بورووم الال دوگگ چي ڠوورو ياللا.»
"Wax jooju gënatee jaaxal taalibe ya, ñu","واخ جووجو گێناتەە جااخال تااليبە يا, ڽو"
naan ci seen biir: «Kon nag ku man a mucc?»,ناان چي سەەن بيير: «كون ناگ كو مان ا موچچ?»
Noonu Yeesu xool leen naan: «Loolu të,نوونو يەەسو خوول لەەن ناان: «لوولو تێ
"na nit, waaye tëwul Yàlla; Yàlla man na lépp.»","نا نيت, واايە تێوول ياللا; ياللا مان نا لێپپ.»"
Ci kaw loolu Piyeer daldi ko ne:,چي كاو لوولو پييەەر دالدي كو نە:
«Nun de dëddu nanu lépp te topp la!»,«نون دە دێددو نانو لێپپ تە توپپ لا!»
Yeesu tontu ko: «Ci dëgg maa ngi,يەەسو تونتو كو: «چي دێگگ ماا ڠي
"leen koy wax, képp ku dëddu kër,","لەەن كوي واخ, كێپپ كو دێددو كێر,"
"doomu ndey yu góor walla yu jigéen,","دوومو ندەي يو گۆور واللا يو جيگێەن,"
"ndey walla baay, doom walla suuf ndax","ندەي واللا بااي, دووم واللا سووف نداخ"
"man ak xebaar bu baax bi,","مان اك خەباار بو بااخ بي,"
dinga am tey jii téeméeri yoon ay,ديڠا ام تەي جيي تێەمێەري يوون اي
"kër, doomi ndey yu góor ak yu","كێر, دوومي ندەي يو گۆور اك يو"
"jigéen, ndey, doom ak suuf, ñoom ak","جيگێەن, ندەي, دووم اك سووف, ڽووم اك"
"ay fitnay noon, te ëllëg nga am dund gu dul jeex.","اي فيتناي نوون, تە ێللێگ ڠا ام دوند گو دول جەەخ."
Waaye ñu bare ci ñi jiitu ñooy,واايە ڽو بارە چي ڽي جييتو ڽووي
mujji; ñi mujj ñooy jiituji.»,موججي; ڽي موجج ڽووي جييتوجي.»
"Gannaaw loolu ñu ànd jëm Yerusalem, Yeesu","گاننااو لوولو ڽو اند جێم يەروسالەم, يەەسو"
"jiitu; taalibe yi am njàqare, te ñi","جييتو; تااليبە يي ام نجاقارە, تە ڽي"
ci topp tiit. Noonu Yeesu woowaat fukk,چي توپپ تييت. نوونو يەەسو وووواات فوكك
"ak ñaar ña cig wet, xamal leen","اك ڽاار ڽا چيگ وەت, خامال لەەن"
li nar a xew ci mbiram.,لي نار ا خەو چي مبيرام.
"Mu ne leen: «Noo ngi dem Yerusalem,","مو نە لەەن: «نوو ڠي دەم يەروسالەم,"
te dees na jébbal Doomu nit ki,تە دەەس نا جێببال دوومو نيت كي
ci loxoy saraxalekat yu mag ya ak,چي لوخوي ساراخالەكات يو ماگ يا اك
"xutbakat ya. Dinañu ko àtte, teg ko","خوتباكات يا. ديناڽو كو اتتە, تەگ كو"
"dee, jébbal ko ñi dul Yawut,","دەە, جێببال كو ڽي دول ياووت,"
"ñu ñaawal ko, di tifli ci kawam,","ڽو ڽااوال كو, دي تيفلي چي كاوام,"
"dóor ko ay yar, rey ko. Waaye","دۆور كو اي يار, رەي كو. واايە"
gannaaw ñetti fan dina dekki.»,گاننااو ڽەتتي فان دينا دەككي.»
"Gannaaw loolu Saag ak Yowaana, doomi Sebede,","گاننااو لوولو سااگ اك يوواانا, دوومي سەبەدە,"
ñëw ci Yeesu. Ñu ne ko: «Kilifa,ڽێو چي يەەسو. ڽو نە كو: «كيليفا
"gi, danoo bëggoon nga may nu li nu lay ñaan.»","گي, دانوو بێگگوون ڠا ماي نو لي نو لاي ڽاان.»"
"Yeesu tontu leen: «Lu ngeen bëggoon, ma may leen ko?»","يەەسو تونتو لەەن: «لو ڠەەن بێگگوون, ما ماي لەەن كو?»"
Ñu ne ko: «Bés boo soloo sa,ڽو نە كو: «بێس بوو سولوو سا
"ndam, nga may nu, nu toog, kii","ندام, ڠا ماي نو, نو تووگ, كيي"
"ci sa ndeyjoor, kii ci sa càmmooñ.»","چي سا ندەيجوور, كيي چي سا چاممووڽ.»"
Waaye Yeesu tontu leen: «Xamuleen li ngeen,واايە يەەسو تونتو لەەن: «خامولەەن لي ڠەەن
di ñaan. Ndax man ngeen a naan,دي ڽاان. نداخ مان ڠەەن ا ناان
"kaasu naqar, bi may naan? Ndax man","كااسو ناقار, بي ماي ناان? نداخ مان"
"ngeen a sóobu ci metit, yi ma nar a sóobu?»","ڠەەن ا سۆوبو چي مەتيت, يي ما نار ا سۆوبو?»"
"Ñu ne ko: «Waaw, man nanu ko.»","ڽو نە كو: «وااو, مان نانو كو.»"
Noonu Yeesu ne leen: «Dingeen naan kaasu,نوونو يەەسو نە لەەن: «ديڠەەن ناان كااسو
"naqar, bi may naan, tey sóobu ci","ناقار, بي ماي ناان, تەي سۆوبو چي"
"metit, yi ma nar a sóobu,","مەتيت, يي ما نار ا سۆوبو,"
waaye toog ci sama ndeyjoor mbaa sama,واايە تووگ چي ساما ندەيجوور مباا ساما
"càmmooñ, du man maa koy maye. Ñi","چاممووڽ, دو مان ماا كوي مايە. ڽي"
ñu ko waajal rekk a ko yelloo.»,ڽو كو وااجال رەكك ا كو يەللوو.»
"ca des dégg nañu loolu, ñu daldi mere Saag ak Yowaana.","چا دەس دێگگ ناڽو لوولو, ڽو دالدي مەرە سااگ اك يوواانا."
Waaye Yeesu woo leen naan: «Xam ngeen,واايە يەەسو ووو لەەن ناان: «خام ڠەەن
"ne ci xeeti àddina, ñi ñu teg","نە چي خەەتي اددينا, ڽي ڽو تەگ"
"njiit dañu leen di dóor yetu nguur,","نجييت داڽو لەەن دي دۆور يەتو ڠوور,"
te kilifa yi di leen noot.,تە كيليفا يي دي لەەن نووت.
Ndaxte noonu la Doomu nit ki ñëwe,نداختە نوونو لا دوومو نيت كي ڽێوە
"sax, du ngir ñu nekk ay surgaam,","ساخ, دو ڠير ڽو نەكك اي سورگاام,"
"waaye ngir muy seen surga, ba joxe","واايە ڠير موي سەەن سورگا, با جوخە"
bakkanam ngir njotug ñu bare.»,باككانام ڠير نجوتوگ ڽو بارە.»
Bi loolu wéyee ñu agsi ca dëkku,بي لوولو وێيەە ڽو اگسي چا دێككو
"Yeriko. Bi ko Yeesu di génn, ànd","يەريكو. بي كو يەەسو دي گێنن, اند"
ak taalibe ya ak mbooloo mu xaw,اك تااليبە يا اك مبوولوو مو خاو
"a bare, am gumba gu tudd Bartime","ا بارە, ام گومبا گو تودد بارتيمە"
"— liy tekki «doomu Time,» toog ci","— ليي تەككي «دوومو تيمە,» تووگ چي"
"wetu yoon wi, di yelwaan.","وەتو يوون وي, دي يەلواان."
"Noonu mu dégg ne, Yeesum Nasaret moo","نوونو مو دێگگ نە, يەەسوم ناسارەت موو"
fay romb; mu daldi yuuxu naan: «Yërëm,فاي رومب; مو دالدي يووخو ناان: «يێرێم
"ma, yaw Sëtu Daawuda bi!»","ما, ياو سێتو دااوودا بي!»"
"Ci kaw loolu ñu bare gëdd ko,","چي كاو لوولو ڽو بارە گێدد كو,"
ngir mu noppi. Teewul mu gën a,ڠير مو نوپپي. تەەوول مو گێن ا
"yuuxu naan: «Yaw Sëtu Daawuda bi, yërëm ma!»","يووخو ناان: «ياو سێتو دااوودا بي, يێرێم ما!»"
"Noonu Yeesu taxaw, daldi ne: «Wooleen ko!»","نوونو يەەسو تاخاو, دالدي نە: «ووولەەن كو!»"
Ñu woo nag gumba gi ne ko:,ڽو ووو ناگ گومبا گي نە كو:
«Na sa xel dal! Jógal! Mu ngi lay woo.»,«نا سا خەل دال! جۆگال! مو ڠي لاي ووو.»
"Bi mu ko déggee, mu sànni malaanam,","بي مو كو دێگگەە, مو سانني مالاانام,"
"ne bërét, dem ci Yeesu.","نە بێرێت, دەم چي يەەسو."
Yeesu ne ko: «Loo bëggoon ma defal,يەەسو نە كو: «لوو بێگگوون ما دەفال
la ko?» Gumba gi tontu ko: «Kilifa,لا كو?» گومبا گي تونتو كو: «كيليفا
"gi, damaa bëgg a gis.»","گي, داماا بێگگ ا گيس.»"
Noonu Yeesu ne ko: «Demal ci jàmm.,نوونو يەەسو نە كو: «دەمال چي جامم.
Sa ngëm faj na la.» Ci saa,سا ڠێم فاج نا لا.» چي ساا
"si gumba gi gis, daldi topp Yeesu ci yoon wi.","سي گومبا گي گيس, دالدي توپپ يەەسو چي يوون وي."
"nañu Yerusalem, ba agsi dëkki Betfase ak","ناڽو يەروسالەم, با اگسي دێككي بەتفاسە اك"
Betani ci wetu tundu Oliw ya. Noonu,بەتاني چي وەتو توندو وليو يا. نوونو
"Yeesu yebal ñaar ciy taalibeem,","يەەسو يەبال ڽاار چيي تااليبەەم,"
"kanam. Bu ngeen fa duggee, dingeen fa","كانام. بو ڠەەن فا دوگگەە, ديڠەەن فا"
"gis cumbur gu kenn musul a war. Yiwileen ko, indi.","گيس چومبور گو كەنن موسول ا وار. ييويلەەن كو, يندي."
Bu leen kenn nee: “Lu ngeen di,بو لەەن كەنن نەە: “لو ڠەەن دي
def?” tontuleen ko: “Boroom bi da koo,دەف?” تونتولەەن كو: “بورووم بي دا كوو
"soxla, te léegi mu delloosi ko.”»","سوخلا, تە لێەگي مو دەللووسي كو.”»"
"Taalibe ya dem nag, ñu gis cumbur","تااليبە يا دەم ناگ, ڽو گيس چومبور"
"ga ci mbedd mi, mu yeewe cib buntu kër.","گا چي مبەدد مي, مو يەەوە چيب بونتو كێر."
"Bi ñu koy yiwi nag, am na","بي ڽو كوي ييوي ناگ, ام نا"
"ca ña fa taxaw, ñu ne leen:","چا ڽا فا تاخاو, ڽو نە لەەن:"
"«Lu ngeen nar, bay yiwi cumbur gi?»","«لو ڠەەن نار, باي ييوي چومبور گي?»"
"Taalibe yi tontu leen, ni leen Yeesu","تااليبە يي تونتو لەەن, ني لەەن يەەسو"
